Gene stable ID	Macaque gene stable ID	dN with Macaque	dS with Macaque	Macaque homology type
ENSG00000180638	ENSMMUG00000014134	0.0608	0.1176	ortholog_one2one
ENSG00000176927	ENSMMUG00000012118	0.0296	0.0489	ortholog_one2one
ENSG00000181350	ENSMMUG00000050676	0.0037	0.1223	ortholog_one2one
ENSG00000168792	ENSMMUG00000019670	0.0167	0.1405	ortholog_one2one
ENSG00000072210	ENSMMUG00000014130	0.0161	0.0742	ortholog_one2one
ENSG00000167543	ENSMMUG00000003866	0.0782	0.1701	ortholog_one2one
ENSG00000167549	ENSMMUG00000014411	0.0044	0.0739	ortholog_one2one
ENSG00000132388	ENSMMUG00000005080	0.0515	0.1382	ortholog_one2one
ENSG00000108262	ENSMMUG00000014408	0.0249	0.1578	ortholog_one2one
ENSG00000108528	ENSMMUG00000002765	0.006	0.1056	ortholog_one2one
ENSG00000108523	ENSMMUG00000002769	0.0083	0.0753	ortholog_one2one
ENSG00000198720	ENSMMUG00000014409	0.0066	0.1568	ortholog_one2one
ENSG00000070366	ENSMMUG00000023161	0.0149	0.0605	ortholog_one2one
ENSG00000141298	ENSMMUG00000014413	0.0132	0.0411	ortholog_one2one
ENSG00000141258	ENSMMUG00000017518	0.0281	0.1572	ortholog_one2one
ENSG00000182557	ENSMMUG00000022857	0.0255	0.1421	ortholog_one2one
ENSG00000132382	ENSMMUG00000022859	0.0309	0.1414	ortholog_one2one
ENSG00000167720	ENSMMUG00000052387	0.0145	0.0378	ortholog_one2one
ENSG00000172301	ENSMMUG00000057946	0.0393	0.0319	ortholog_one2one
ENSG00000167721	ENSMMUG00000017519	0.0152	0.0693	ortholog_one2one
ENSG00000183018	ENSMMUG00000022858	0.0187	0.1382	ortholog_one2one
ENSG00000177374	ENSMMUG00000048710	0.0131	0.1045	ortholog_one2one
ENSG00000141040	ENSMMUG00000016723	0.0084	0.0262	ortholog_one2one
ENSG00000197566	ENSMMUG00000055211	0.0168	0.0475	ortholog_one2one
ENSG00000108651	ENSMMUG00000020403	0.0134	0.0511	ortholog_one2one
ENSG00000176390	ENSMMUG00000009069	0.0034	0.0721	ortholog_one2one
ENSG00000170160	ENSMMUG00000018581	0.1708	0.1298	ortholog_one2many
ENSG00000198242	ENSMMUG00000031876	0	0	ortholog_one2one
ENSG00000167741	ENSMMUG00000022968	0.0308	0.0685	ortholog_one2one
ENSG00000160606	ENSMMUG00000051743	0.0206	0.1012	ortholog_one2one
ENSG00000141034	ENSMMUG00000005900	0.0015	0.029	ortholog_one2one
ENSG00000160602	ENSMMUG00000030250	0.0081	0.1069	ortholog_one2one
ENSG00000188176	ENSMMUG00000007876	0.0214	0.1587	ortholog_one2one
ENSG00000161905	ENSMMUG00000030381	0.0256	0.1113	ortholog_one2one
ENSG00000176208	ENSMMUG00000040177	0.0306	0.0617	ortholog_one2one
ENSG00000171916	ENSMMUG00000050728	0.0315	0.1019	ortholog_many2many
ENSG00000171916	ENSMMUG00000017890	0.0301	0.1342	ortholog_many2many
ENSG00000172171	ENSMMUG00000052827	0.033	0.0516	ortholog_one2one
ENSG00000141456	ENSMMUG00000010150	0.0109	0.0579	ortholog_one2one
ENSG00000131748	ENSMMUG00000001343	0.0105	0.0912	ortholog_one2one
ENSG00000072818	ENSMMUG00000006211	0.0076	0.0702	ortholog_one2one
ENSG00000184060	ENSMMUG00000009077	0.201	0.4713	ortholog_one2one
ENSG00000076604	ENSMMUG00000021407	0.0039	0.0561	ortholog_one2one
ENSG00000213859	ENSMMUG00000039331	0.0117	0.0929	ortholog_one2one
ENSG00000182896	ENSMMUG00000006213	0.1868	0.3681	ortholog_one2one
ENSG00000108515	ENSMMUG00000012040	0.0032	0.0761	ortholog_one2one
ENSG00000173065	ENSMMUG00000021408	0.0036	0.0287	ortholog_one2one
ENSG00000132591	ENSMMUG00000002776	0.031	0.0803	ortholog_one2one
ENSG00000108518	ENSMMUG00000051787	0	0	ortholog_one2one
ENSG00000240505	ENSMMUG00000064941	0.067	0.0887	ortholog_one2many
ENSG00000240505	ENSMMUG00000005378	0.0206	0.0736	ortholog_one2many
ENSG00000205544	ENSMMUG00000015618	0.0126	0.0668	ortholog_one2many
ENSG00000174292	ENSMMUG00000015616	0.0166	0.084	ortholog_one2one
ENSG00000187838	ENSMMUG00000015617	0.0049	0.0879	ortholog_one2one
ENSG00000181481	ENSMMUG00000007967	0.0625	0.0872	ortholog_one2one
ENSG00000070444	ENSMMUG00000022004	0.0117	0.099	ortholog_one2one
ENSG00000109063	ENSMMUG00000064405	0.0014	0.1046	ortholog_one2one
ENSG00000108602	ENSMMUG00000001328	0.0402	0.3095	ortholog_one2one
ENSG00000187607	ENSMMUG00000002354	0.011	0.027	ortholog_one2many
ENSG00000214946	ENSMMUG00000030298	0.1466	0.3137	ortholog_one2one
ENSG00000169992	ENSMMUG00000055083	0	0	ortholog_one2one
ENSG00000133028	ENSMMUG00000042267	0.0493	0.0703	ortholog_one2many
ENSG00000133028	ENSMMUG00000013833	0.0265	0.0535	ortholog_one2many
ENSG00000233670	ENSMMUG00000063621	0.0158	0.0657	ortholog_one2one
ENSG00000187824	ENSMMUG00000004872	0.04	0.0853	ortholog_one2one
ENSG00000170222	ENSMMUG00000057593	0.0187	0.0651	ortholog_one2one
ENSG00000178691	ENSMMUG00000001116	0.0013	0.0333	ortholog_one2one
ENSG00000196712	ENSMMUG00000008605	0.0012	0.0355	ortholog_one2one
ENSG00000170175	ENSMMUG00000017690	0.0132	0.0574	ortholog_one2one
ENSG00000181323	ENSMMUG00000015622	0.0526	0.0661	ortholog_one2one
ENSG00000181284	ENSMMUG00000009709	0.015	0.0789	ortholog_one2one
ENSG00000184560	ENSMMUG00000015623	0.0698	0.1009	ortholog_one2one
ENSG00000161958	ENSMMUG00000061498	0.0881	0.3045	ortholog_one2one
ENSG00000004975	ENSMMUG00000052091	0.0056	0.0955	ortholog_one2one
ENSG00000126861	ENSMMUG00000006824	0.0086	0.0335	ortholog_one2one
ENSG00000265118	ENSMMUG00000008604	0.0289	0.0449	ortholog_one2many
ENSG00000126860	ENSMMUG00000008604	0.0239	0.0336	ortholog_one2many
ENSG00000185862	ENSMMUG00000008603	0.0426	0.0468	ortholog_one2one
ENSG00000186832	ENSMMUG00000009895	0.0509	0.2344	ortholog_one2one
ENSG00000040633	ENSMMUG00000010543	0.0024	0.0453	ortholog_one2one
ENSG00000214978	ENSMMUG00000018089	0.0329	0.0841	ortholog_one2one
ENSG00000184544	ENSMMUG00000011968	0.0074	0.1239	ortholog_one2one
ENSG00000185158	ENSMMUG00000050181	0.0871	0.1052	ortholog_one2one
ENSG00000181885	ENSMMUG00000010551	0.0131	0.0401	ortholog_one2one
ENSG00000170296	ENSMMUG00000056842	0.0107	0.048	ortholog_one2many
ENSG00000170296	ENSMMUG00000010545	0	0	ortholog_one2many
ENSG00000175826	ENSMMUG00000010547	0.0176	0.0535	ortholog_one2one
ENSG00000188803	ENSMMUG00000018538	0.0061	0.0757	ortholog_one2one
ENSG00000170291	ENSMMUG00000010549	0.0146	0.0556	ortholog_one2one
ENSG00000126858	ENSMMUG00000018222	0.0007	0.0397	ortholog_one2one
ENSG00000091536	ENSMMUG00000018344	0.0175	0.1032	ortholog_one2one
ENSG00000091640	ENSMMUG00000054585	0.2557	0.6516	ortholog_one2one
ENSG00000154803	ENSMMUG00000013345	0.006	0.1025	ortholog_one2one
ENSG00000179598	ENSMMUG00000013344	0.0333	0.2067	ortholog_one2one
ENSG00000108591	ENSMMUG00000021409	0.062	0.269	ortholog_one2one
ENSG00000132589	ENSMMUG00000060032	0	0	ortholog_one2many
ENSG00000132589	ENSMMUG00000012523	0	0	ortholog_one2many
ENSG00000133030	ENSMMUG00000013343	0.0047	0.0925	ortholog_one2one
ENSG00000091542	ENSMMUG00000018352	0	0	ortholog_one2one
ENSG00000065325	ENSMMUG00000018090	0.0152	0.0592	ortholog_one2one
ENSG00000173812	ENSMMUG00000019505	0	0	ortholog_one2one
ENSG00000184502	ENSMMUG00000063004	0.0371	0.0744	ortholog_one2one
ENSG00000141161	ENSMMUG00000005170	0.005	0.0855	ortholog_one2one
ENSG00000141510	ENSMMUG00000008639	0.0218	0.0772	ortholog_one2one
ENSG00000276023	ENSMMUG00000002975	0.0022	0.0612	ortholog_one2one
ENSG00000167536	ENSMMUG00000055647	0.0141	0.0442	ortholog_one2many
ENSG00000167536	ENSMMUG00000021553	0.0127	0.0444	ortholog_one2many
ENSG00000108468	ENSMMUG00000016472	0.0088	0.013	ortholog_one2one
ENSG00000164729	ENSMMUG00000023619	0.0583	0.0802	ortholog_one2many
ENSG00000127804	ENSMMUG00000022007	0.0132	0.1499	ortholog_one2one
ENSG00000166750	ENSMMUG00000010082	0.0376	0.0605	ortholog_one2one
ENSG00000141499	ENSMMUG00000008637	0.0155	0.0582	ortholog_one2one
ENSG00000108448	ENSMMUG00000054196	0.0326	0.1098	ortholog_one2many
ENSG00000179761	ENSMMUG00000009937	0.0242	0.0604	ortholog_one2one
ENSG00000002919	ENSMMUG00000020658	0.0364	0.1	ortholog_one2one
ENSG00000063015	ENSMMUG00000021557	0.0115	0.0778	ortholog_one2one
ENSG00000109118	ENSMMUG00000021554	0.0106	0.0442	ortholog_one2one
ENSG00000129244	ENSMMUG00000044486	0.003	0.0899	ortholog_one2one
ENSG00000154957	ENSMMUG00000018541	0.0145	0.0862	ortholog_one2one
ENSG00000007174	ENSMMUG00000018539	0.0167	0.0746	ortholog_one2one
ENSG00000141293	ENSMMUG00000050742	0.012	0.0335	ortholog_one2one
ENSG00000172123	ENSMMUG00000005550	0.0477	0.063	ortholog_one2one
ENSG00000007237	ENSMMUG00000018092	0.0792	0.3198	ortholog_one2one
ENSG00000173801	ENSMMUG00000013048	0.0011	0.1789	ortholog_one2one
ENSG00000007168	ENSMMUG00000020524	0.008	0.0639	ortholog_one2one
ENSG00000120094	ENSMMUG00000022212	0.0092	0.0821	ortholog_one2one
ENSG00000231256	ENSMMUG00000060817	0.0094	0.0318	ortholog_one2one
ENSG00000108509	ENSMMUG00000009176	0.0071	0.0569	ortholog_one2one
ENSG00000141696	ENSMMUG00000013051	0.0073	0.1483	ortholog_one2one
ENSG00000141030	ENSMMUG00000021091	0	0	ortholog_one2one
ENSG00000196388	ENSMMUG00000009175	0.0238	0.0571	ortholog_one2one
ENSG00000131899	ENSMMUG00000018353	0.0064	0.0789	ortholog_one2one
ENSG00000108511	ENSMMUG00000062283	0.0054	0.0957	ortholog_one2one
ENSG00000182742	ENSMMUG00000052130	0.0034	0.0405	ortholog_one2one
ENSG00000177731	ENSMMUG00000018355	0.0097	0.1707	ortholog_one2one
ENSG00000120075	ENSMMUG00000051420	0.0016	0.0454	ortholog_one2one
ENSG00000173917	ENSMMUG00000057001	0.0189	0.1077	ortholog_one2one
ENSG00000154760	ENSMMUG00000037555	0.0637	0.0892	ortholog_one2one
ENSG00000275066	ENSMMUG00000002976	0.0182	0.0457	ortholog_one2one
ENSG00000161647	ENSMMUG00000013260	0.0055	0.06	ortholog_one2one
ENSG00000205045	ENSMMUG00000060439	0.0392	0.0614	ortholog_one2one
ENSG00000006788	ENSMMUG00000009759	0.0073	0.1198	ortholog_one2one
ENSG00000186185	ENSMMUG00000013113	0.0287	0.1002	ortholog_one2one
ENSG00000131094	ENSMMUG00000011009	0.0031	0.1164	ortholog_one2one
ENSG00000236320	ENSMMUG00000048316	0.025	0.0571	ortholog_one2one
ENSG00000171931	ENSMMUG00000019200	0.0292	0.0656	ortholog_one2one
ENSG00000083290	ENSMMUG00000021156	0.0343	0.0843	ortholog_one2one
ENSG00000089558	ENSMMUG00000006401	0.009	0.0615	ortholog_one2one
ENSG00000205309	ENSMMUG00000038569	0.219	0.5613	ortholog_one2one
ENSG00000161610	ENSMMUG00000006406	0.0203	0.1651	ortholog_one2one
ENSG00000141756	ENSMMUG00000013054	0.0066	0.1034	ortholog_one2one
ENSG00000129250	ENSMMUG00000011341	0.0058	0.0812	ortholog_one2one
ENSG00000264424	ENSMMUG00000009771	0.0089	0.0697	ortholog_one2one
ENSG00000141026	ENSMMUG00000006491	0.0852	0.1639	ortholog_one2one
ENSG00000108551	ENSMMUG00000006493	0.0013	0.2979	ortholog_one2one
ENSG00000161714	ENSMMUG00000013587	0.008	0.1532	ortholog_one2one
ENSG00000133027	ENSMMUG00000006495	0.024	0.1537	ortholog_one2one
ENSG00000132361	ENSMMUG00000020527	0.0052	0.1652	ortholog_one2one
ENSG00000172992	ENSMMUG00000062273	0.0076	0.1378	ortholog_one2one
ENSG00000136448	ENSMMUG00000013586	0.0046	0.0574	ortholog_one2one
ENSG00000132517	ENSMMUG00000011344	0.0175	0.0586	ortholog_one2one
ENSG00000181513	ENSMMUG00000013589	0.3301	0.5793	ortholog_one2one
ENSG00000180787	ENSMMUG00000056095	0.0112	0.0935	ortholog_one2one
ENSG00000270885	ENSMMUG00000013143	0.0019	0.2009	ortholog_one2one
ENSG00000270765	ENSMMUG00000013142	0.0483	0.0682	ortholog_one2one
ENSG00000108733	ENSMMUG00000006047	0.0108	0.0427	ortholog_one2one
ENSG00000270379	ENSMMUG00000022233	0.019	0.027	ortholog_one2one
ENSG00000167925	ENSMMUG00000006407	0.022	0.102	ortholog_one2one
ENSG00000129204	ENSMMUG00000017113	0.1901	0.3985	ortholog_one2many
ENSG00000006125	ENSMMUG00000006048	0	0	ortholog_one2one
ENSG00000161649	ENSMMUG00000013263	0.1266	0.1827	ortholog_one2one
ENSG00000270647	ENSMMUG00000047780	0.3663	0.4118	ortholog_one2one
ENSG00000278053	ENSMMUG00000002980	0.0597	0.1442	ortholog_one2one
ENSG00000108599	ENSMMUG00000030279	0.0079	0.041	ortholog_one2one
ENSG00000270806	ENSMMUG00000022228	0.0653	0.2868	ortholog_one2one
ENSG00000271447	ENSMMUG00000022229	0.0148	0.1069	ortholog_one2one
ENSG00000161929	ENSMMUG00000057987	0.029	0.1714	ortholog_one2one
ENSG00000153982	ENSMMUG00000042757	0.0046	0.0372	ortholog_one2one
ENSG00000108557	ENSMMUG00000023377	0.0153	0.1236	ortholog_one2one
ENSG00000141127	ENSMMUG00000005323	0.0013	0.0578	ortholog_one2one
ENSG00000072310	ENSMMUG00000023375	0.0122	0.0803	ortholog_one2one
ENSG00000177885	ENSMMUG00000004756	0	0	ortholog_one2one
ENSG00000141744	ENSMMUG00000062416	0.0217	0.1218	ortholog_one2one
ENSG00000173757	ENSMMUG00000003437	0.0012	0.0839	ortholog_one2one
ENSG00000170689	ENSMMUG00000052505	0.0034	0.0254	ortholog_one2one
ENSG00000108561	ENSMMUG00000006592	0.0293	0.0534	ortholog_one2one
ENSG00000260027	ENSMMUG00000055324	0.0121	0.0601	ortholog_one2one
ENSG00000120068	ENSMMUG00000020868	0	0	ortholog_one2one
ENSG00000129197	ENSMMUG00000010468	0.0476	0.1276	ortholog_one2one
ENSG00000161395	ENSMMUG00000001347	0.0056	0.1175	ortholog_one2one
ENSG00000005100	ENSMMUG00000006594	0.0086	0.0927	ortholog_one2one
ENSG00000141736	ENSMMUG00000001348	0.0089	0.0667	ortholog_one2one
ENSG00000108559	ENSMMUG00000010467	0.0151	0.0788	ortholog_one2one
ENSG00000108852	ENSMMUG00000032617	0.0085	0.0717	ortholog_one2one
ENSG00000004897	ENSMMUG00000018599	0.0017	0.0309	ortholog_one2one
ENSG00000029725	ENSMMUG00000010465	0.0104	0.0827	ortholog_one2one
ENSG00000141741	ENSMMUG00000052125	0.151	0.2516	ortholog_one2one
ENSG00000108854	ENSMMUG00000009461	0.0013	0.048	ortholog_one2one
ENSG00000258890	ENSMMUG00000009459	0.0249	0.0517	ortholog_one2one
ENSG00000175155	ENSMMUG00000062501	0	0	ortholog_one2one
ENSG00000108654	ENSMMUG00000009463	0.0057	0.0855	ortholog_one2one
ENSG00000184811	ENSMMUG00000057873	0.057	0.1614	ortholog_one2one
ENSG00000159182	ENSMMUG00000053394	0.1069	0.047	ortholog_one2one
ENSG00000159184	ENSMMUG00000060879	0.0115	0.1155	ortholog_one2one
ENSG00000170703	ENSMMUG00000003436	0.0395	0.0598	ortholog_one2one
ENSG00000108666	ENSMMUG00000022379	0.0148	0.0453	ortholog_one2one
ENSG00000010244	ENSMMUG00000016875	0	0	ortholog_one2one
ENSG00000108406	ENSMMUG00000063317	0.0024	0.0369	ortholog_one2one
ENSG00000108953	ENSMMUG00000050758	0.0714	0.0364	ortholog_one2many
ENSG00000108953	ENSMMUG00000019378	0	0	ortholog_one2many
ENSG00000275410	ENSMMUG00000003431	0.0032	0.0477	ortholog_one2one
ENSG00000141367	ENSMMUG00000010509	0.0003	0.0348	ortholog_one2one
ENSG00000141314	ENSMMUG00000003158	0.0067	0.0963	ortholog_one2one
ENSG00000167193	ENSMMUG00000040390	0	0	ortholog_one2one
ENSG00000198336	ENSMMUG00000018600	0.0049	0.0837	ortholog_one2one
ENSG00000141698	ENSMMUG00000013056	0.1062	0.2572	ortholog_one2one
ENSG00000141378	ENSMMUG00000001572	0.0141	0.0426	ortholog_one2one
ENSG00000062716	ENSMMUG00000048926	0.0045	0.0328	ortholog_one2one
ENSG00000268320	ENSMMUG00000054795	0.0481	0.1064	ortholog_one2many
ENSG00000272636	ENSMMUG00000005222	0.006	0.1533	ortholog_one2one
ENSG00000161594	ENSMMUG00000005961	0.0016	0.0575	ortholog_one2one
ENSG00000132359	ENSMMUG00000022989	0.0148	0.1207	ortholog_one2one
ENSG00000004939	ENSMMUG00000017100	0.0239	0.1306	ortholog_one2one
ENSG00000186834	ENSMMUG00000062972	0.0083	0.0507	ortholog_one2one
ENSG00000168517	ENSMMUG00000000713	0.0108	0.1086	ortholog_one2one
ENSG00000177303	ENSMMUG00000022121	0.0088	0.1036	ortholog_one2one
ENSG00000177728	ENSMMUG00000022120	0.0032	0.099	ortholog_one2one
ENSG00000259207	ENSMMUG00000003289	0.003	0.0757	ortholog_one2many
ENSG00000178852	ENSMMUG00000010588	0.0356	0.0332	ortholog_one2one
ENSG00000128487	ENSMMUG00000018579	0.0116	0.0566	ortholog_one2one
ENSG00000278845	ENSMMUG00000030213	0.0251	0.0446	ortholog_one2one
ENSG00000108849	ENSMMUG00000003206	0.0114	0.0745	ortholog_one2one
ENSG00000277399	ENSMMUG00000020528	0.0325	0.0733	ortholog_one2one
ENSG00000108309	ENSMMUG00000013983	0.0159	0.1851	ortholog_one2one
ENSG00000274211	ENSMMUG00000020531	0.0018	0.0241	ortholog_one2one
ENSG00000108947	ENSMMUG00000048204	0.0043	0.0321	ortholog_one2one
ENSG00000131096	ENSMMUG00000009715			ortholog_one2one
ENSG00000161653	ENSMMUG00000009713	0.0124	0.1417	ortholog_one2one
ENSG00000184640	ENSMMUG00000001321	0.0307	0.2485	ortholog_one2one
ENSG00000172146	ENSMMUG00000062583	0.0285	0.0912	ortholog_one2one
ENSG00000180090	ENSMMUG00000022684	0.0198	0.0799	ortholog_one2one
ENSG00000221882	ENSMMUG00000061097	0.0271	0.0943	ortholog_one2one
ENSG00000181031	ENSMMUG00000038897	0.0694	0.2842	ortholog_one2one
ENSG00000184361	ENSMMUG00000007861	0.0736	0.1242	ortholog_one2one
ENSG00000006062	ENSMMUG00000007863	0.0084	0.0637	ortholog_one2one
ENSG00000180016	ENSMMUG00000049807	0.0274	0.057	ortholog_one2one
ENSG00000184922	ENSMMUG00000007859	0.0067	0.1076	ortholog_one2one
ENSG00000109016	ENSMMUG00000013194	0.0315	0.1062	ortholog_one2one
ENSG00000136436	ENSMMUG00000012178	0.0253	0.0262	ortholog_one2one
ENSG00000275832	ENSMMUG00000020020	0.0124	0.1049	ortholog_one2one
ENSG00000127780	ENSMMUG00000050005	0.0335	0.0503	ortholog_one2one
ENSG00000108381	ENSMMUG00000056697	0.0147	0.1281	ortholog_one2one
ENSG00000167723	ENSMMUG00000038311	0.012	0.1679	ortholog_one2one
ENSG00000183688	ENSMMUG00000060823	0.046	0.228	ortholog_one2one
ENSG00000091947	ENSMMUG00000059624	0.0035	0.0274	ortholog_one2one
ENSG00000141255	ENSMMUG00000011058	0.0241	0.0472	ortholog_one2one
ENSG00000141252	ENSMMUG00000003042	0.0053	0.0932	ortholog_one2one
ENSG00000178307	ENSMMUG00000020893	0.0023	0.049	ortholog_one2one
ENSG00000183914	ENSMMUG00000008166	0.0136	0.0823	ortholog_one2one
ENSG00000108423	ENSMMUG00000019303	0.0191	0.0489	ortholog_one2one
ENSG00000161654	ENSMMUG00000006804	0.262	0.3146	ortholog_one2one
ENSG00000182173	ENSMMUG00000022123	0.1228	0.3181	ortholog_one2one
ENSG00000132510	ENSMMUG00000008173	0.0082	0.0518	ortholog_one2one
ENSG00000274180	ENSMMUG00000058589	0.0034	0.0711	ortholog_one2one
ENSG00000277363	ENSMMUG00000005041	0.0046	0.1608	ortholog_one2one
ENSG00000072849	ENSMMUG00000006599	0.0185	0.0908	ortholog_one2one
ENSG00000167842	ENSMMUG00000046195	0.0076	0.0295	ortholog_one2one
ENSG00000189050	ENSMMUG00000009203	0.0129	0.0476	ortholog_one2one
ENSG00000108443	ENSMMUG00000019305	0	0	ortholog_one2one
ENSG00000141349	ENSMMUG00000050615	0.004	0.0391	ortholog_one2one
ENSG00000141738	ENSMMUG00000020775	0.0231	0.0836	ortholog_one2one
ENSG00000067191	ENSMMUG00000000289	0.0083	0.0633	ortholog_one2one
ENSG00000013306	ENSMMUG00000017944	0.0194	0.1135	ortholog_one2one
ENSG00000273604	ENSMMUG00000013378	0.0224	0.0507	ortholog_one2one
ENSG00000275023	ENSMMUG00000002637	0.0037	0.054	ortholog_one2one
ENSG00000159202	ENSMMUG00000057164	0.012	0.0772	ortholog_one2one
ENSG00000159199	ENSMMUG00000003986	0.0144	0.0528	ortholog_one2many
ENSG00000159199	ENSMMUG00000013395	0.0107	0.062	ortholog_one2many
ENSG00000126368	ENSMMUG00000002933	0.008	0.1133	ortholog_one2one
ENSG00000073350	ENSMMUG00000001228	0.0089	0.1365	ortholog_one2one
ENSG00000126351	ENSMMUG00000002931	0.0074	0.0405	ortholog_one2one
ENSG00000170298	ENSMMUG00000050728	0.0265	0.0964	ortholog_many2many
ENSG00000170298	ENSMMUG00000017890	0.0263	0.1234	ortholog_many2many
ENSG00000167874	ENSMMUG00000008176	0.0124	0.0584	ortholog_one2one
ENSG00000008838	ENSMMUG00000007527	0.0222	0.1356	ortholog_one2many
ENSG00000008838	ENSMMUG00000002926	0.0027	0.0954	ortholog_one2many
ENSG00000170004	ENSMMUG00000022221	0.0018	0.0583	ortholog_one2one
ENSG00000034152	ENSMMUG00000010904	0	0	ortholog_one2one
ENSG00000108576	ENSMMUG00000003515	0.0067	0.0841	ortholog_one2one
ENSG00000141560	ENSMMUG00000014660	0.0175	0.0777	ortholog_one2one
ENSG00000146872	ENSMMUG00000002166	0.0006	0.0232	ortholog_one2one
ENSG00000076382	ENSMMUG00000006018	0.0327	0.0327	ortholog_one2many
ENSG00000180891	ENSMMUG00000009228	0.0126	0.1208	ortholog_one2one
ENSG00000169696	ENSMMUG00000010887	0.0615	0.1997	ortholog_one2one
ENSG00000007202	ENSMMUG00000023412	0.0048	0.0477	ortholog_one2one
ENSG00000006042	ENSMMUG00000022356	0	0	ortholog_one2one
ENSG00000171246	ENSMMUG00000001286	0.0018	0.1325	ortholog_one2one
ENSG00000141542	ENSMMUG00000029768	0.0015	0.1854	ortholog_one2one
ENSG00000172057	ENSMMUG00000004586			ortholog_one2one
ENSG00000129646	ENSMMUG00000003539	0.0754	0.0966	ortholog_one2one
ENSG00000154920	ENSMMUG00000017233	0.0396	0.0555	ortholog_one2one
ENSG00000131482	ENSMMUG00000008087	0.0093	0.0731	ortholog_one2one
ENSG00000121067	ENSMMUG00000018752	0	0	ortholog_one2one
ENSG00000153944	ENSMMUG00000002069	0.0525	0.1559	ortholog_one2one
ENSG00000141576	ENSMMUG00000003534	0.0109	0.0476	ortholog_one2one
ENSG00000129654	ENSMMUG00000003533	0.0029	0.1275	ortholog_one2one
ENSG00000154265	ENSMMUG00000018608	0.007	0.0513	ortholog_one2one
ENSG00000141568	ENSMMUG00000009129	0.0078	0.121	ortholog_one2one
ENSG00000141580	ENSMMUG00000051066	0	0	ortholog_one2many
ENSG00000141580	ENSMMUG00000021803	0	0	ortholog_one2many
ENSG00000108846	ENSMMUG00000003414	0.0591	0.175	ortholog_one2one
ENSG00000167895	ENSMMUG00000011935	0.0201	0.0869	ortholog_one2one
ENSG00000125686	ENSMMUG00000009132	0.0055	0.0475	ortholog_one2one
ENSG00000276293	ENSMMUG00000012365	0	0	ortholog_one2one
ENSG00000141524	ENSMMUG00000011932	0.0225	0.2145	ortholog_one2one
ENSG00000188895	ENSMMUG00000022315	0	0	ortholog_one2one
ENSG00000273559	ENSMMUG00000002944	0.0152	0.1098	ortholog_one2one
ENSG00000141279	ENSMMUG00000005869	0.0041	0.0295	ortholog_one2one
ENSG00000170832	ENSMMUG00000017113	0.0054	0.042	ortholog_one2many
ENSG00000168591	ENSMMUG00000019920	0.0094	0.0414	ortholog_one2one
ENSG00000087152	ENSMMUG00000019923	0	0	ortholog_one2one
ENSG00000141371	ENSMMUG00000016565	0.0402	0.11	ortholog_one2one
ENSG00000108312	ENSMMUG00000019924	0	0	ortholog_one2one
ENSG00000159224	ENSMMUG00000049405	0.0211	0.0802	ortholog_one2one
ENSG00000228696	ENSMMUG00000057209	0.4414	0.666	ortholog_one2many
ENSG00000159217	ENSMMUG00000011533	0	0	ortholog_one2one
ENSG00000176681	ENSMMUG00000063294	0.1395	0.1588	ortholog_many2many
ENSG00000176681	ENSMMUG00000063877	0.2174	0.2352	ortholog_many2many
ENSG00000176681	ENSMMUG00000060672	0.1077	0.1062	ortholog_many2many
ENSG00000176681	ENSMMUG00000008199	0.141	0.2196	ortholog_many2many
ENSG00000176681	ENSMMUG00000057840	0.1218	0.1051	ortholog_many2many
ENSG00000275489	ENSMMUG00000017201	0.0119	0.0909	ortholog_one2one
ENSG00000108349	ENSMMUG00000045187	0.0179	0.0569	ortholog_one2one
ENSG00000078687	ENSMMUG00000011924	0.0046	0.0352	ortholog_one2one
ENSG00000196689	ENSMMUG00000000711	0.0142	0.1532	ortholog_one2one
ENSG00000108306	ENSMMUG00000030060	0.0183	0.0531	ortholog_one2one
ENSG00000197417	ENSMMUG00000023388	0.0188	0.138	ortholog_one2many
ENSG00000188522	ENSMMUG00000045660	0.0203	0.0987	ortholog_one2one
ENSG00000178502	ENSMMUG00000005962	0	0	ortholog_one2one
ENSG00000184185	ENSMMUG00000056831	0.0036	0.2876	ortholog_one2many
ENSG00000120071	ENSMMUG00000004129	0.0046	0.034	ortholog_one2one
ENSG00000176809	ENSMMUG00000063294	0.1352	0.1575	ortholog_many2many
ENSG00000176809	ENSMMUG00000063877	0.2193	0.2453	ortholog_many2many
ENSG00000176809	ENSMMUG00000060672	0.0998	0.1138	ortholog_many2many
ENSG00000176809	ENSMMUG00000008199	0.1213	0.1834	ortholog_many2many
ENSG00000176809	ENSMMUG00000057840	0.1199	0.1008	ortholog_many2many
ENSG00000091592	ENSMMUG00000030453	0.0628	0.0758	ortholog_one2one
ENSG00000012048	ENSMMUG00000001329	0.0329	0.063	ortholog_one2one
ENSG00000120063	ENSMMUG00000016371	0.0026	0.052	ortholog_one2one
ENSG00000277258	ENSMMUG00000052879	0.0038	0.0569	ortholog_one2one
ENSG00000179314	ENSMMUG00000010014	0.0077	0.1371	ortholog_one2one
ENSG00000159314	ENSMMUG00000021932	0.0136	0.1572	ortholog_one2one
ENSG00000124422	ENSMMUG00000005377	0.0016	0.1193	ortholog_one2one
ENSG00000260458	ENSMMUG00000056831	0.0072	0.2701	ortholog_one2many
ENSG00000030582	ENSMMUG00000023751	0.0319	0.0768	ortholog_one2one
