Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000146425,6,158985759,ENSG00000165169,X,37591775,None,None,None,None,None,Ohno
ENSG00000164674,6,158991034,ENSG00000102362,X,99873764,Ohno,None,None,Ohno,Ohno,None
ENSG00000164674,6,158991034,ENSG00000147041,X,37750779,Ohno,None,None,Ohno,Ohno,None
ENSG00000092820,6,159160432,ENSG00000147065,X,64804283,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000071242,6,167195648,ENSG00000177189,X,20194671,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000071242,6,167195648,ENSG00000072133,X,83329571,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000112486,6,167332883,ENSG00000180772,X,115215986,None,Ohno,None,None,None,None
ENSG00000164638,7,5289087,ENSG00000214668,7,57091937,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196247,7,63763946,None,None,None,Ohno,None,None
ENSG00000078319,7,99771866,ENSG00000123965,7,73944358,None,Ohno,None,None,None,None
ENSG00000078319,7,99771866,ENSG00000189011,7,74766859,None,Ohno,None,None,None,None
ENSG00000078319,7,99771866,ENSG00000188073,7,74794884,None,Ohno,None,None,None,None
ENSG00000078319,7,99771866,ENSG00000174384,7,74352585,None,Ohno,None,None,None,None
ENSG00000087077,7,100302886,ENSG00000159840,7,142788295,Ohno,None,None,None,Ohno,None
ENSG00000106404,7,100668821,ENSG00000165215,7,72822536,None,Ohno,None,None,None,None
ENSG00000106404,7,100668821,ENSG00000189143,7,72883129,None,Ohno,None,None,None,None
ENSG00000179603,7,126680584,ENSG00000198822,7,86111160,Ohno,None,None,None,None,Ohno
ENSG00000059377,7,139124668,ENSG00000106258,7,99115555,Ohno,None,None,None,None,Ohno
ENSG00000059377,7,139124668,ENSG00000160868,7,99219744,Ohno,None,None,None,None,None
ENSG00000106123,7,142262914,ENSG00000196411,7,100263079,None,None,None,None,Ohno,Ohno
ENSG00000146904,7,142816107,ENSG00000196411,7,100263079,None,None,None,None,Ohno,Ohno
ENSG00000197362,7,148409232,ENSG00000196150,8,146097620,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000170631,8,146147078,None,None,None,Ohno,None,None
ENSG00000174595,7,130069400,ENSG00000119138,9,72219393,Ohno,None,None,None,None,None
ENSG00000006459,7,139523210,ENSG00000197724,9,95378730,Ohno,None,None,None,None,None
ENSG00000204983,7,142136897,ENSG00000010438,9,33740515,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000204982,7,142167698,ENSG00000010438,9,33740515,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000174469,7,145444902,ENSG00000106714,9,39278456,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000174469,7,145444902,ENSG00000154529,9,43625059,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000174469,7,145444902,ENSG00000185020,9,40297346,Ohno,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196409,9,39454526,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000198416,9,41599544,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000198566,9,40782112,None,None,None,Ohno,None,None
ENSG00000078967,7,43932572,ENSG00000072401,10,59764774,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000106633,7,44195563,ENSG00000156515,10,70699762,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106633,7,44195563,ENSG00000156510,10,70650065,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000058404,7,44331749,ENSG00000148660,10,75304349,None,None,Ohno,None,None,Ohno
ENSG00000105953,7,44612696,ENSG00000197444,10,50640375,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122515,7,44755055,ENSG00000108175,10,80498798,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196262,7,44802805,ENSG00000108179,10,80777226,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000185177,7,57211513,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000185177,7,57211513,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000185177,7,57211513,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000197123,7,63346931,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000197123,7,63346931,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000197123,7,63346931,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000189180,10,38339578,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000215146,10,42153694,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000196793,10,43390071,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000198298,10,43421861,None,None,None,None,None,Ohno
ENSG00000188763,7,72486045,ENSG00000177283,10,35970368,None,None,None,None,None,Ohno
ENSG00000085662,7,133794428,ENSG00000165568,10,4858402,None,Ohno,None,None,None,None
ENSG00000198074,7,133862884,ENSG00000165568,10,4858402,None,Ohno,None,None,None,None
ENSG00000122787,7,137411736,ENSG00000198610,10,5227426,None,Ohno,None,None,None,None
ENSG00000122787,7,137411736,ENSG00000151632,10,5050207,None,Ohno,None,None,None,None
ENSG00000122787,7,137411736,ENSG00000187134,10,4995566,None,Ohno,None,None,None,None
ENSG00000122787,7,137411736,ENSG00000196139,10,5126583,None,Ohno,None,None,None,None
ENSG00000122787,7,137411736,ENSG00000196326,10,5217144,None,Ohno,None,None,None,None
ENSG00000133612,7,150414759,ENSG00000151303,10,88751319,None,Ohno,None,None,None,None
ENSG00000157219,7,154492967,ENSG00000148680,10,92607651,None,Ohno,None,None,None,None
ENSG00000218609,7,65731380,ENSG00000151364,11,77411988,None,None,None,None,None,Ohno
ENSG00000188763,7,72486045,ENSG00000174804,11,86344081,None,None,None,None,None,Ohno
ENSG00000106089,7,72771925,ENSG00000166900,11,59279108,None,Ohno,None,None,None,None
ENSG00000091073,7,75928954,ENSG00000110042,11,58696388,None,Ohno,None,None,None,None
ENSG00000106331,7,127043218,ENSG00000007372,11,31796085,None,None,Ohno,Ohno,None,None
ENSG00000128594,7,127458238,ENSG00000148948,11,40272240,Ohno,None,Ohno,None,Ohno,None
ENSG00000128595,7,128166653,ENSG00000049449,11,32069026,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000135253,7,128337966,ENSG00000167992,11,60819364,None,None,None,None,None,Ohno
ENSG00000146856,7,134321802,ENSG00000165923,11,47692878,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000181072,7,136203939,ENSG00000168539,11,62445588,None,None,None,None,None,Ohno
ENSG00000157680,7,137182149,ENSG00000149091,11,46311031,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000182158,7,137337386,ENSG00000157613,11,46255804,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122778,7,138255110,ENSG00000110427,11,33520397,None,None,Ohno,None,None,None
ENSG00000064393,7,139123984,ENSG00000110422,11,33235744,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000146966,7,139986814,ENSG00000166444,11,8817478,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000214102,7,141054622,ENSG00000166483,11,9550916,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000197362,7,148409232,ENSG00000175213,11,46678944,Ohno,None,None,None,None,None
ENSG00000146555,7,3307606,ENSG00000018236,12,39588423,Ohno,None,None,None,None,None
ENSG00000106460,7,12217449,ENSG00000134291,12,46643655,None,Ohno,None,Ohno,None,None
ENSG00000006747,7,12576870,ENSG00000135407,12,56496119,None,None,None,Ohno,Ohno,Ohno
ENSG00000136267,7,14909359,ENSG00000065357,12,54611213,None,Ohno,None,None,Ohno,Ohno
ENSG00000106537,7,16759876,ENSG00000135452,12,56425051,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000048052,7,18501894,ENSG00000061273,12,46499924,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000105855,7,20337250,ENSG00000139626,12,51887267,None,Ohno,None,None,None,None
ENSG00000164651,7,20793030,ENSG00000170374,12,52009489,Ohno,Ohno,None,None,None,Ohno
ENSG00000105866,7,21434214,ENSG00000185591,12,52060246,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136237,7,22363288,ENSG00000079337,12,46439128,Ohno,Ohno,None,None,None,None
ENSG00000122566,7,26206942,ENSG00000135486,12,52960755,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122565,7,26207624,ENSG00000094916,12,52960153,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000197576,7,27136877,ENSG00000198353,12,52696909,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000197576,7,27136877,ENSG00000172789,12,52713099,None,None,None,Ohno,None,Ohno
ENSG00000106004,7,27149812,ENSG00000198353,12,52696909,None,None,None,None,None,Ohno
ENSG00000106004,7,27149812,ENSG00000172789,12,52713099,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000106004,7,27149812,ENSG00000197757,12,52696909,None,None,None,Ohno,None,Ohno
ENSG00000106006,7,27153893,ENSG00000197757,12,52696909,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000106006,7,27153893,ENSG00000198353,12,52696909,None,None,None,None,None,Ohno
ENSG00000106006,7,27153893,ENSG00000172789,12,52713099,None,None,None,None,None,Ohno
ENSG00000122592,7,27164080,ENSG00000198353,12,52696909,None,None,None,None,None,Ohno
ENSG00000122592,7,27164080,ENSG00000197757,12,52696909,None,Ohno,None,Ohno,None,Ohno
ENSG00000122592,7,27164080,ENSG00000172789,12,52713099,None,None,None,None,None,Ohno
ENSG00000122592,7,27164080,ENSG00000037965,12,52689157,None,Ohno,None,None,None,None
ENSG00000078399,7,27175794,ENSG00000123388,12,52653177,None,None,None,None,None,Ohno
ENSG00000078399,7,27175794,ENSG00000180818,12,52665213,None,None,Ohno,Ohno,None,Ohno
ENSG00000078399,7,27175794,ENSG00000180806,12,52680144,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000153807,7,27186405,ENSG00000123388,12,52653177,None,None,None,None,None,Ohno
ENSG00000005073,7,27191360,ENSG00000123388,12,52653177,None,None,None,Ohno,None,Ohno
ENSG00000106031,7,27206250,ENSG00000123364,12,52618843,Ohno,Ohno,Ohno,None,None,None
ENSG00000106052,7,27746239,ENSG00000012822,12,52407486,Ohno,Ohno,None,Ohno,None,None
ENSG00000106086,7,30034566,ENSG00000139433,12,108802676,None,None,None,None,None,Ohno
ENSG00000106125,7,30917993,ENSG00000086159,12,48652887,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000106125,7,30917993,ENSG00000135517,12,55134696,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000106125,7,30917993,ENSG00000167580,12,48630796,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000106125,7,30917993,ENSG00000161798,12,48641920,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000164600,7,31347063,ENSG00000123307,12,53699996,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000154678,7,32305466,ENSG00000123360,12,53229671,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106536,7,38984123,ENSG00000184271,12,49897744,None,None,Ohno,Ohno,Ohno,None
ENSG00000122641,7,41709231,ENSG00000175189,12,56114810,None,None,Ohno,None,Ohno,None
ENSG00000122641,7,41709231,ENSG00000139269,12,56135363,None,None,Ohno,None,None,None
ENSG00000106571,7,42243137,ENSG00000111087,12,56140201,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000214783,7,43979449,ENSG00000111344,12,112058404,Ohno,Ohno,None,None,None,None
ENSG00000106631,7,44147441,ENSG00000111245,12,109842766,Ohno,Ohno,None,None,None,Ohno
ENSG00000164742,7,45580646,ENSG00000174233,12,47469087,None,None,None,Ohno,None,Ohno
ENSG00000146678,7,45894484,ENSG00000167779,12,51777703,Ohno,Ohno,Ohno,None,None,None
ENSG00000146674,7,45927396,ENSG00000167779,12,51777703,Ohno,Ohno,None,None,None,None
ENSG00000185811,7,50314924,ENSG00000123411,12,54700956,Ohno,Ohno,None,None,None,None
ENSG00000146648,7,55054219,ENSG00000065361,12,54760159,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000196247,7,63763946,ENSG00000196458,12,132042965,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000198040,12,132124239,None,None,None,Ohno,None,None
ENSG00000158321,7,68702576,ENSG00000112787,12,131657121,None,None,Ohno,Ohno,None,None
ENSG00000188763,7,72486045,ENSG00000111432,12,129212985,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000106635,7,72609960,ENSG00000110987,12,120944244,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000009950,7,72676806,ENSG00000175727,12,121001035,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000176428,7,72720110,ENSG00000139722,12,121946665,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000106089,7,72771925,ENSG00000111450,12,129889764,Ohno,Ohno,None,None,None,None
ENSG00000106665,7,73341739,ENSG00000130779,12,121473069,None,Ohno,Ohno,None,Ohno,None
ENSG00000127946,7,75206215,ENSG00000130787,12,121885992,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000189077,7,75461913,ENSG00000188735,12,120635163,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000091073,7,75928954,ENSG00000135144,12,111980045,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000135218,7,80069459,ENSG00000073060,12,123914346,None,None,None,None,Ohno,Ohno
ENSG00000166526,7,99517299,ENSG00000198393,12,132073129,Ohno,None,None,None,None,None
ENSG00000166526,7,99517299,ENSG00000090612,12,132217286,Ohno,None,None,None,None,None
ENSG00000106436,7,101059296,ENSG00000111245,12,109842766,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000160967,7,101246012,ENSG00000111249,12,109956212,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000160999,7,101715166,ENSG00000111252,12,110328135,Ohno,Ohno,None,None,Ohno,None
ENSG00000160991,7,101861022,ENSG00000182500,12,120548858,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000170667,7,101945162,ENSG00000111344,12,112058404,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000105808,7,102044425,ENSG00000111344,12,112058404,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000105929,7,138133481,ENSG00000185344,12,122762818,None,None,None,Ohno,None,None
ENSG00000165125,7,142293599,ENSG00000111199,12,108755595,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000127412,7,142341027,ENSG00000111199,12,108755595,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000204947,7,148454311,ENSG00000198040,12,132124239,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196458,12,132042965,None,None,None,Ohno,None,None
ENSG00000055118,7,150306335,ENSG00000135519,12,48219207,Ohno,None,None,None,None,None
ENSG00000164867,7,150319080,ENSG00000089250,12,116283965,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000213199,7,150376780,ENSG00000110881,12,48737754,Ohno,None,Ohno,Ohno,None,Ohno
ENSG00000133612,7,150414759,ENSG00000135439,12,56422209,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000082014,7,150605164,ENSG00000066117,12,48765250,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106615,7,150847943,ENSG00000167550,12,47750042,None,Ohno,None,None,None,Ohno
ENSG00000106617,7,151205249,ENSG00000181929,12,47698863,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000164690,7,155297728,ENSG00000139549,12,47774869,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000105983,7,156378663,ENSG00000139636,12,47790747,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000117868,7,158315080,ENSG00000139641,12,54808318,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000213420,7,99612926,ENSG00000179399,13,90848919,None,None,None,None,None,Ohno
ENSG00000213420,7,99612926,ENSG00000183098,13,92677711,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000077454,7,100021712,ENSG00000136141,13,46025304,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000106366,7,100557172,ENSG00000215461,13,50813217,None,None,Ohno,None,None,None
ENSG00000170667,7,101945162,ENSG00000185989,13,113916197,None,None,None,Ohno,None,None
ENSG00000105808,7,102044425,ENSG00000185989,13,113916197,None,None,None,Ohno,None,None
ENSG00000187416,7,103756464,ENSG00000183722,13,39075356,Ohno,None,None,None,None,None
ENSG00000174595,7,130069400,ENSG00000169926,15,29406375,Ohno,None,None,None,None,None
ENSG00000181072,7,136203939,ENSG00000184984,15,32048381,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000133606,7,139825771,ENSG00000179455,15,21361547,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000106100,7,30484833,ENSG00000140853,16,55580911,None,None,None,None,None,Ohno
ENSG00000106100,7,30484833,ENSG00000167207,16,49288551,Ohno,Ohno,None,Ohno,None,None
ENSG00000122557,7,35701270,ENSG00000051108,16,55523249,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000122545,7,35807345,ENSG00000180096,16,30301672,None,None,None,None,None,Ohno
ENSG00000164542,7,36396259,ENSG00000196123,16,65775384,None,Ohno,None,Ohno,None,None
ENSG00000155849,7,37455036,ENSG00000102890,16,65790515,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000106631,7,44147441,ENSG00000180209,16,30293624,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000164742,7,45580646,ENSG00000121281,16,48857979,None,Ohno,None,None,None,Ohno
ENSG00000214765,7,45771955,ENSG00000180096,16,30301672,None,None,None,None,None,Ohno
ENSG00000164776,7,56128121,ENSG00000156873,16,30667238,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000185177,7,57211513,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000184939,16,67130715,None,None,None,None,None,Ohno
ENSG00000196715,7,64975759,ENSG00000167397,16,31014802,Ohno,None,None,Ohno,Ohno,None
ENSG00000106635,7,72609960,ENSG00000099385,16,30812900,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000106089,7,72771925,ENSG00000099365,16,30929276,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106236,7,98084540,ENSG00000167957,16,1478469,Ohno,None,None,None,None,None
ENSG00000106261,7,99451155,ENSG00000122386,16,3102564,Ohno,None,None,None,None,None
ENSG00000106261,7,99451155,ENSG00000140987,16,3391026,Ohno,None,None,None,None,None
ENSG00000106436,7,101059296,ENSG00000180209,16,30293624,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000160999,7,101715166,ENSG00000178188,16,28782725,Ohno,Ohno,None,None,Ohno,None
ENSG00000160991,7,101861022,ENSG00000175938,16,30867916,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000174469,7,145444902,ENSG00000152910,16,74868677,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000167377,16,70053651,None,None,None,Ohno,None,None
ENSG00000188191,7,733813,ENSG00000108946,17,64019705,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198517,7,1536894,ENSG00000197063,17,77478879,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106003,7,2518689,ENSG00000169733,17,77602939,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000136295,7,2638129,ENSG00000141540,17,69721291,None,None,Ohno,Ohno,Ohno,None
ENSG00000146535,7,2850485,ENSG00000120063,17,60483216,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198286,7,3050105,ENSG00000141527,17,75766869,Ohno,None,None,None,None,None
ENSG00000146555,7,3307606,ENSG00000069188,17,69015332,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000164916,7,4688456,ENSG00000141568,17,78070883,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000136297,7,4965370,ENSG00000108960,17,50854340,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000157954,7,5196361,ENSG00000070540,17,63965248,None,None,None,None,Ohno,Ohno
ENSG00000075624,7,5536758,ENSG00000184009,17,77094422,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000075618,7,5598980,ENSG00000186765,17,77110153,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000106346,7,6111076,ENSG00000055483,17,74348564,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000008256,7,6278800,ENSG00000108669,17,74289974,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136238,7,6380651,ENSG00000169750,17,77582821,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000106415,7,7974948,ENSG00000121104,17,45196518,None,Ohno,Ohno,None,None,None
ENSG00000106460,7,12217449,ENSG00000184988,17,38719420,None,Ohno,Ohno,Ohno,None,None
ENSG00000122644,7,12693006,ENSG00000175906,17,38831879,None,None,Ohno,Ohno,Ohno,None
ENSG00000006468,7,13997399,ENSG00000175832,17,38979288,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000106511,7,15692833,ENSG00000005102,17,39094788,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000171243,7,16536730,ENSG00000167941,17,39191682,None,None,Ohno,None,None,None
ENSG00000048052,7,18501894,ENSG00000108840,17,39556540,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000105855,7,20337250,ENSG00000056345,17,42686207,None,Ohno,None,None,None,None
ENSG00000164651,7,20793030,ENSG00000189120,17,43288239,None,None,None,None,None,Ohno
ENSG00000105866,7,21434214,ENSG00000167182,17,43328515,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000136237,7,22363288,ENSG00000108352,17,35588133,None,None,Ohno,Ohno,None,Ohno
ENSG00000136231,7,23476520,ENSG00000159217,17,44429773,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000105926,7,24579526,ENSG00000108852,17,39340639,None,None,Ohno,Ohno,None,None
ENSG00000070882,7,24986285,ENSG00000006025,17,43254146,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000050344,7,26158385,ENSG00000082641,17,43480720,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000122565,7,26207624,ENSG00000108468,17,43533806,None,Ohno,None,Ohno,Ohno,Ohno
ENSG00000086300,7,26298040,ENSG00000002919,17,43539919,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000005020,7,26870866,ENSG00000141293,17,43862599,Ohno,None,Ohno,Ohno,None,None
ENSG00000105991,7,27102150,ENSG00000120094,17,43963271,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000105996,7,27108919,ENSG00000173917,17,43977392,None,Ohno,None,None,Ohno,Ohno
ENSG00000197576,7,27136877,ENSG00000120075,17,44026127,None,None,None,None,None,Ohno
ENSG00000197576,7,27136877,ENSG00000182742,17,44010742,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000197576,7,27136877,ENSG00000108511,17,44037333,None,None,None,None,None,Ohno
ENSG00000106004,7,27149812,ENSG00000120075,17,44026127,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106004,7,27149812,ENSG00000182742,17,44010742,None,None,None,None,None,Ohno
ENSG00000106004,7,27149812,ENSG00000108511,17,44037333,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000106006,7,27153893,ENSG00000182742,17,44010742,None,None,None,None,None,Ohno
ENSG00000106006,7,27153893,ENSG00000120075,17,44026127,None,None,None,Ohno,None,Ohno
ENSG00000106006,7,27153893,ENSG00000120087,17,44043382,None,None,None,Ohno,None,None
ENSG00000106006,7,27153893,ENSG00000108511,17,44037333,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000105997,7,27158458,ENSG00000120093,17,44006809,Ohno,Ohno,Ohno,None,None,Ohno
ENSG00000122592,7,27164080,ENSG00000120087,17,44043382,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000122592,7,27164080,ENSG00000182742,17,44010742,None,None,None,None,None,Ohno
ENSG00000122592,7,27164080,ENSG00000120068,17,44047300,None,Ohno,None,None,None,None
ENSG00000122592,7,27164080,ENSG00000120075,17,44026127,None,None,None,Ohno,None,Ohno
ENSG00000078399,7,27175794,ENSG00000170689,17,44058834,None,None,Ohno,Ohno,None,Ohno
ENSG00000106031,7,27206250,ENSG00000159184,17,44161110,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000136193,7,29995902,ENSG00000141295,17,43273641,None,None,Ohno,None,Ohno,None
ENSG00000106113,7,30706244,ENSG00000120088,17,41217449,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000011177,7,30758276,ENSG00000141744,17,35077760,None,None,None,None,None,Ohno
ENSG00000164600,7,31347063,ENSG00000171532,17,35017701,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122642,7,32963577,ENSG00000141756,17,37222727,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122643,7,33068934,ENSG00000141698,17,37245980,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000122545,7,35807345,ENSG00000108387,17,53964410,None,None,None,None,None,Ohno
ENSG00000010270,7,38184458,ENSG00000131748,17,35046938,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000065883,7,39956484,ENSG00000167258,17,34871265,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000136286,7,44985193,ENSG00000176658,17,28228015,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000214765,7,45771955,ENSG00000108387,17,53964410,None,None,None,None,None,Ohno
